chimera_id,cosmos_id,dr7q_name,dr7q_plate,dr7q_mjd,dr7q_fiber,dr7q_spectrum_id,chimera_redshift,dr7q_redshift,chimera_qso_weight
162538.69+255650.8_767280_0.1,767280,162538.69+255650.8,1574,53476,456,1574-53476-456,1.2410000562667847,1.2476,0.1
083129.54+301614.9_769017_1,769017,083129.54+301614.9,1268,52933,321,1268-52933-321,1.1291999816894531,1.1361,1.0
093245.14+422759.1_762255_0.03,762255,093245.14+422759.1,940,52670,394,940-52670-394,1.2389999628067017,1.2307000000000001,0.03
164432.73+434232.4_769017_0.01,769017,164432.73+434232.4,629,52051,215,629-52051-215,1.1291999816894531,1.1264,0.01
145244.05+043955.4_764825_0.003,764825,145244.05+043955.4,588,52045,412,588-52045-412,0.4787999987602234,0.48130000000000006,0.003
140932.31+171149.5_763624_0.1,763624,140932.31+171149.5,2758,54523,201,2758-54523-201,0.4343999922275543,0.44410000000000005,0.1
151805.37+324029.7_765830_0.1,765830,151805.37+324029.7,1386,53116,87,1386-53116-87,0.7459999918937683,0.7554000000000001,0.1
092857.66+395631.3_767829_1,767829,092857.66+395631.3,939,52636,83,939-52636-83,0.2150000035762787,0.21140000000000003,1.0
164350.51+270943.7_763682_0.0001,763682,164350.51+270943.7,2949,54557,597,2949-54557-597,0.9070000052452087,0.9144000000000001,0.0001
150118.32+155623.0_762265_0.1,762265,150118.32+155623.0,2765,54535,394,2765-54535-394,0.3199999928474426,0.3255,0.1
160437.59+463339.3_768578_0.03,768578,160437.59+463339.3,813,52354,169,813-52354-169,0.7305999994277954,0.7244,0.03
143323.68+252619.2_766683_0.3,766683,143323.68+252619.2,2135,53827,154,2135-53827-154,0.6216999888420105,0.6204000000000001,0.3
163322.25+135308.8_763682_0.0003,763682,163322.25+135308.8,2203,53915,562,2203-53915-562,0.9070000052452087,0.9146000000000001,0.0003
041920.33+075840.6_768578_0.3,768578,041920.33+075840.6,2826,54389,429,2826-54389-429,0.7305999994277954,0.7278000000000001,0.3
135650.33+010244.2_763605_1,763605,135650.33+010244.2,301,51942,369,301-51942-369,1.218999981880188,1.2132,1.0
143229.91+012332.6_764825_0.003,764825,143229.91+012332.6,535,51999,55,535-51999-55,0.4787999987602234,0.47790000000000005,0.003
143823.51+083128.6_767046_0.001,767046,143823.51+083128.6,1813,53903,386,1813-53903-386,2.8315999507904053,2.8407000000000004,0.001
155912.34+482819.9_761435_0.0003,761435,155912.34+482819.9,812,52352,62,812-52352-62,3.4140000343322754,3.4234000000000004,0.0003
162756.71+085331.6_760965_0.01,760965,162756.71+085331.6,2532,54589,93,2532-54589-93,1.2269999980926514,1.2281000000000002,0.01
094715.56+631716.4_766939_1,766939,094715.56+631716.4,487,51943,391,487-51943-391,0.484499990940094,0.48730000000000007,1.0
091446.29+441647.8_768578_0.03,768578,091446.29+441647.8,832,52312,172,832-52312-172,0.7305999994277954,0.7306000000000001,0.03
081054.88+460357.8_761832_0.01,761832,081054.88+460357.8,439,51877,528,439-51877-528,4.073999881744385,4.074000000000001,0.01
140655.20-011709.4_763682_0.001,763682,140655.20-011709.4,916,52378,324,916-52378-324,0.9070000052452087,0.9104000000000001,0.001
162830.17+161314.6_765830_0.001,765830,162830.17+161314.6,2207,53558,297,2207-53558-297,0.7459999918937683,0.7381000000000001,0.001
163009.32+280421.5_761832_0.3,761832,163009.32+280421.5,1421,53149,43,1421-53149-43,4.073999881744385,4.0666,0.3
160231.37+444508.3_769017_0.03,769017,160231.37+444508.3,1169,52753,113,1169-52753-113,1.1291999816894531,1.1316000000000002,0.03
081501.84+525255.5_767507_0.03,767507,081501.84+525255.5,1781,53297,514,1781-53297-514,0.12319999933242798,0.12470000000000002,0.03
074930.93+505859.8_763682_0.0003,763682,074930.93+505859.8,1869,53327,272,1869-53327-272,0.9070000052452087,0.9075000000000001,0.0003
154356.31+021344.0_769017_0.1,769017,154356.31+021344.0,2955,54562,538,2955-54562-538,1.1291999816894531,1.1212000000000002,0.1
155435.08+484411.1_766907_0.03,766907,155435.08+484411.1,812,52352,173,812-52352-173,2.0348000526428223,2.0381,0.03
085643.71+413444.9_765830_1,765830,085643.71+413444.9,830,52293,156,830-52293-156,0.7459999918937683,0.7559000000000001,1.0
141354.73+110047.4_762265_0.01,762265,141354.73+110047.4,1705,53848,112,1705-53848-112,0.3199999928474426,0.32770000000000005,0.01
165528.50+244951.0_767280_0.03,767280,165528.50+244951.0,1693,53446,261,1693-53446-261,1.2410000562667847,1.2357000000000002,0.03
075217.84+193542.2_767507_0.3,767507,075217.84+193542.2,1582,52939,612,1582-52939-612,0.12319999933242798,0.11720000000000001,0.3
145012.13+302551.5_760965_0.0001,760965,145012.13+302551.5,1843,53816,260,1843-53816-260,1.2269999980926514,1.217,0.0001
165602.09+203012.6_761759_0.1,761759,165602.09+203012.6,1568,53169,617,1568-53169-617,0.3361999988555908,0.32630000000000003,0.1
081829.35+240846.9_762265_0.003,762265,081829.35+240846.9,1585,52962,157,1585-52962-157,0.3199999928474426,0.3113,0.003
162547.66+184105.0_765815_1,765815,162547.66+184105.0,2970,54589,158,2970-54589-158,1.8320000171661377,1.8241000000000003,1.0
161723.12+322818.2_762265_0.1,762265,161723.12+322818.2,1684,53239,282,1684-53239-282,0.3199999928474426,0.328,0.1
090543.44+374234.9_765830_0.0003,765830,090543.44+374234.9,936,52705,115,936-52705-115,0.7459999918937683,0.7558000000000001,0.0003
152509.61+414551.1_769017_0.01,769017,152509.61+414551.1,1679,53149,332,1679-53149-332,1.1291999816894531,1.1244,0.01
082226.30+130144.8_763682_1,763682,082226.30+130144.8,2422,54096,517,2422-54096-517,0.9070000052452087,0.9155000000000001,1.0
161109.39+503348.2_763682_0.0001,763682,161109.39+503348.2,623,52051,262,623-52051-262,0.9070000052452087,0.8991000000000001,0.0001
022532.90-003120.6_767046_0.1,767046,022532.90-003120.6,2635,54114,104,2635-54114-104,2.8315999507904053,2.8387000000000002,0.1
091438.72+323857.1_769244_0.0001,769244,091438.72+323857.1,1592,52990,279,1592-52990-279,0.44679999351501465,0.44200000000000006,0.0001
151027.06+281215.8_764825_0.003,764825,151027.06+281215.8,2154,54539,447,2154-54539-447,0.4787999987602234,0.48580000000000007,0.003
140220.13+123036.2_765815_1,765815,140220.13+123036.2,1703,53799,419,1703-53799-419,1.8320000171661377,1.8342000000000003,1.0
095738.18+552257.7_763682_0.003,763682,095738.18+552257.7,945,52652,428,945-52652-428,0.9070000052452087,0.8993000000000001,0.003
144540.13+113521.0_766907_1,766907,144540.13+113521.0,1712,53531,91,1712-53531-91,2.0348000526428223,2.0431000000000004,1.0
074738.39+245637.3_767507_0.3,767507,074738.39+245637.3,857,52314,634,857-52314-634,0.12319999933242798,0.13010000000000002,0.3
150231.12+400613.2_765039_1,765039,150231.12+400613.2,1398,53146,508,1398-53146-508,0.3465999960899353,0.34130000000000005,1.0
031329.20-075040.5_762255_0.01,762255,031329.20-075040.5,459,51924,170,459-51924-170,1.2389999628067017,1.2463000000000002,0.01
173049.10+585059.5_766907_0.01,766907,173049.10+585059.5,366,52017,558,366-52017-558,2.0348000526428223,2.035,0.01
161018.09+002832.7_760965_0.003,760965,161018.09+002832.7,345,51690,482,345-51690-482,1.2269999980926514,1.231,0.003
085900.48+383211.6_765039_0.01,765039,085900.48+383211.6,936,52705,326,936-52705-326,0.3465999960899353,0.34550000000000003,0.01
155524.40+255013.0_768997_0.0001,768997,155524.40+255013.0,1655,53523,229,1655-53523-229,2.449700117111206,2.4594000000000005,0.0001
090803.84+312157.4_765039_0.03,765039,090803.84+312157.4,1591,52976,169,1591-52976-169,0.3465999960899353,0.34340000000000004,0.03
090654.47+391455.3_764226_0.3,764226,090654.47+391455.3,937,52707,391,937-52707-391,0.24770000576972961,0.24060000000000004,0.3
152926.02+271347.5_761860_0.003,761860,152926.02+271347.5,1847,54176,9,1847-54176-9,0.375,0.37710000000000005,0.003
080337.41+364404.5_766588_0.003,766588,080337.41+364404.5,758,52253,232,758-52253-232,0.3743000030517578,0.3657,0.003
075937.61+274121.8_765815_0.3,765815,075937.61+274121.8,859,52317,9,859-52317-9,1.8320000171661377,1.8365000000000002,0.3
163255.46+420407.8_768578_0.01,768578,163255.46+420407.8,816,52379,569,816-52379-569,0.7305999994277954,0.7261000000000001,0.01
081318.52+310607.0_769017_0.3,769017,081318.52+310607.0,861,52318,114,861-52318-114,1.1291999816894531,1.1317000000000002,0.3
152846.73+363751.5_766350_1,766350,152846.73+363751.5,1401,53144,339,1401-53144-339,2.420599937438965,2.4160000000000004,1.0
084106.79+031206.8_765815_0.0001,765815,084106.79+031206.8,564,52224,395,564-52224-395,1.8320000171661377,1.8364000000000003,0.0001
083343.47+074654.4_767829_0.3,767829,083343.47+074654.4,1758,53084,27,1758-53084-27,0.2150000035762787,0.20560000000000003,0.3
160914.86+380728.1_769017_1,769017,160914.86+380728.1,1055,52761,63,1055-52761-63,1.1291999816894531,1.1260000000000001,1.0
075942.27+125332.9_769017_0.03,769017,075942.27+125332.9,2264,53682,9,2264-53682-9,1.1291999816894531,1.12,0.03
154030.18+142709.2_763682_0.003,763682,154030.18+142709.2,2517,54567,341,2517-54567-341,0.9070000052452087,0.9068,0.003
151635.72+144139.8_769017_0.003,769017,151635.72+144139.8,2766,54242,66,2766-54242-66,1.1291999816894531,1.1305,0.003
161118.92+154340.2_766588_0.01,766588,161118.92+154340.2,2198,53918,367,2198-53918-367,0.3743000030517578,0.37940000000000007,0.01
161003.36+234113.9_765622_0.1,765622,161003.36+234113.9,1657,53520,400,1657-53520-400,0.6952999830245972,0.6970000000000001,0.1
153927.07+042518.1_768578_0.01,768578,153927.07+042518.1,1836,54567,173,1836-54567-173,0.7305999994277954,0.7398000000000001,0.01
074815.82+355912.2_761435_0.0001,761435,074815.82+355912.2,543,52017,267,543-52017-267,3.4140000343322754,3.4112000000000005,0.0001
161847.93+215925.4_761759_0.1,761759,161847.93+215925.4,1853,53566,561,1853-53566-561,0.3361999988555908,0.33480000000000004,0.1
080516.42+213737.1_764825_0.001,764825,080516.42+213737.1,1584,52943,134,1584-52943-134,0.4787999987602234,0.4852000000000001,0.001
081425.89+294115.6_766588_0.1,766588,081425.89+294115.6,930,52618,573,930-52618-573,0.3743000030517578,0.37410000000000004,0.1
135439.82-030956.2_763624_0.3,763624,135439.82-030956.2,914,52721,130,914-52721-130,0.4343999922275543,0.4247,0.3
075858.29+355643.6_765830_0.1,765830,075858.29+355643.6,757,52238,139,757-52238-139,0.7459999918937683,0.7468000000000001,0.1
165307.23+430455.8_761759_0.01,761759,165307.23+430455.8,631,52079,535,631-52079-535,0.3361999988555908,0.33180000000000004,0.01
100528.23+553005.3_766907_0.001,766907,100528.23+553005.3,946,52407,319,946-52407-319,2.0348000526428223,2.0306,0.001
165331.60+362416.1_767987_0.01,767987,165331.60+362416.1,819,52409,530,819-52409-530,3.0274999141693115,3.0314000000000005,0.01
080330.39+262824.0_761293_0.01,761293,080330.39+262824.0,929,52581,11,929-52581-11,0.2619999945163727,0.2534,0.01
160944.06+325158.5_767987_0.001,767987,160944.06+325158.5,1419,53144,516,1419-53144-516,3.0274999141693115,3.0359000000000003,0.001
074601.27+294755.2_762265_0.1,762265,074601.27+294755.2,889,52663,147,889-52663-147,0.3199999928474426,0.3229,0.1
152134.56+293738.7_760965_0.003,760965,152134.56+293738.7,1650,53174,251,1650-53174-251,1.2269999980926514,1.2365000000000002,0.003
074500.24+292702.7_762265_0.3,762265,074500.24+292702.7,889,52663,186,889-52663-186,0.3199999928474426,0.3275,0.3
160015.25+072133.6_765962_1,765962,160015.25+072133.6,1728,53228,189,1728-53228-189,0.5015000104904175,0.5081000000000001,1.0
091510.01+475658.7_616367_0.0001,616367,091510.01+475658.7,899,52620,604,899-52620-604,3.3326001167297363,3.3369000000000004,0.0001
142957.09-011757.1_611995_1,611995,142957.09-011757.1,918,52404,523,918-52404-523,3.112600088119507,3.1112,1.0
162527.83+141916.7_618287_0.0001,618287,162527.83+141916.7,2202,53566,494,2202-53566-494,0.8356000185012817,0.8421000000000001,0.0001
143057.67+204958.1_618287_0.0003,618287,143057.67+204958.1,2787,54552,24,2787-54552-24,0.8356000185012817,0.8394000000000001,0.0003
142045.34+084332.0_616325_0.0001,616325,142045.34+084332.0,1811,53533,172,1811-53533-172,3.228800058364868,3.2352000000000003,0.0001
145636.02-023930.5_618602_0.0003,618602,145636.02-023930.5,921,52380,97,921-52380-97,1.013700008392334,1.0125000000000002,0.0003
151627.27+274027.4_615274_0.001,615274,151627.27+274027.4,2157,54242,417,2157-54242-417,0.47749999165534973,0.47690000000000005,0.001
155506.80+052124.0_605212_0.001,605212,155506.80+052124.0,1822,53172,237,1822-53172-237,0.511900007724762,0.5027,0.001
150148.85+014405.1_596558_0.003,596558,150148.85+014405.1,539,52017,171,539-52017-171,0.4749999940395355,0.4842000000000001,0.003
164148.07+334512.1_618595_0.0001,618595,164148.07+334512.1,1339,52767,62,1339-52767-62,2.7574000358581543,2.7483000000000004,0.0001
145344.51+045645.8_616367_0.001,616367,145344.51+045645.8,1830,54560,87,1830-54560-87,3.3326001167297363,3.3305000000000002,0.001
145113.57+030341.0_618208_1,618208,145113.57+030341.0,588,52045,243,588-52045-243,0.3986999988555908,0.39300000000000007,1.0
085311.51+233154.8_604414_0.3,604414,085311.51+233154.8,2085,53379,499,2085-53379-499,1.1593999862670898,1.1624,0.3
145308.00+221707.7_613176_0.03,613176,145308.00+221707.7,2144,53770,21,2144-53770-21,0.7894999980926514,0.7846000000000001,0.03
081422.88+115008.8_611429_0.001,611429,081422.88+115008.8,2420,54086,153,2420-54086-153,1.2138999700546265,1.2175000000000002,0.001
075709.45+185237.9_595444_0.0003,595444,075709.45+185237.9,1922,53315,284,1922-53315-284,0.24500000476837158,0.25010000000000004,0.0003
144204.39+281209.3_596412_0.0003,596412,144204.39+281209.3,2137,54206,581,2137-54206-581,0.42500001192092896,0.4312,0.0003
081521.66+271308.7_605046_0.3,605046,081521.66+271308.7,1206,52670,111,1206-52670-111,2.572700023651123,2.5650000000000004,0.3
151038.37+101950.4_615274_0.0003,615274,151038.37+101950.4,1718,53850,71,1718-53850-71,0.47749999165534973,0.47330000000000005,0.0003
075437.59+481104.0_610646_0.0003,610646,075437.59+481104.0,1779,53089,225,1779-53089-225,0.6208000183105469,0.6129000000000001,0.0003
151542.42+291001.0_622534_0.01,622534,151542.42+291001.0,1845,54144,556,1845-54144-556,1.0360000133514404,1.0423000000000002,0.01
162527.83+141916.7_618287_0.003,618287,162527.83+141916.7,2202,53566,494,2202-53566-494,0.8356000185012817,0.8421000000000001,0.003
152626.61+412939.4_615202_0.0003,615202,152626.61+412939.4,1678,53433,16,1678-53433-16,2.687000036239624,2.6842,0.0003
032455.28+000227.5_615274_0.001,615274,032455.28+000227.5,712,52199,200,712-52199-200,0.47749999165534973,0.48070000000000007,0.001
080456.48+370556.9_596558_0.01,596558,080456.48+370556.9,758,52253,196,758-52253-196,0.4749999940395355,0.46580000000000005,0.01
085440.97+390037.4_618520_0.01,618520,085440.97+390037.4,1199,52703,283,1199-52703-283,1.1549999713897705,1.1588,0.01
152807.19+325456.1_617512_0.0001,617512,152807.19+325456.1,1387,53118,583,1387-53118-583,3.6440000534057617,3.6507000000000005,0.0001
075108.58+435311.7_610404_0.003,610404,075108.58+435311.7,436,51883,289,436-51883-289,0.49619999527931213,0.506,0.003
154638.31+364420.2_609745_0.0003,609745,154638.31+364420.2,1416,52875,503,1416-52875-503,0.9369999766349792,0.9393000000000001,0.0003
152028.25+143001.7_612315_0.0001,612315,152028.25+143001.7,2767,54243,231,2767-54243-231,2.8176000118255615,2.8242000000000003,0.0001
165439.81+343822.9_596412_0.0001,596412,165439.81+343822.9,972,52435,338,972-52435-338,0.42500001192092896,0.42340000000000005,0.0001
150952.19+111047.0_621733_0.0003,621733,150952.19+111047.0,1718,53850,490,1718-53850-490,0.27549999952316284,0.2851,0.0003
142837.17+181711.9_621265_0.01,621265,142837.17+181711.9,2774,54534,210,2774-54534-210,0.8040000200271606,0.8093000000000001,0.01
061027.62+625553.1_618595_0.001,618595,061027.62+625553.1,2301,53712,123,2301-53712-123,2.7574000358581543,2.7557000000000005,0.001
151623.97+150715.5_630683_0.03,630683,151623.97+150715.5,2766,54242,71,2766-54242-71,0.3255000114440918,0.33380000000000004,0.03
153035.06+064041.2_611995_1,611995,153035.06+064041.2,1819,54540,599,1819-54540-599,3.112600088119507,3.1040000000000005,1.0
092650.74+573751.9_596558_0.003,596558,092650.74+573751.9,452,51911,277,452-51911-277,0.4749999940395355,0.47750000000000004,0.003
083157.79+363552.9_618520_0.03,618520,083157.79+363552.9,827,52312,1,827-52312-1,1.1549999713897705,1.1598000000000002,0.03
151542.68+404311.1_627939_0.0001,627939,151542.68+404311.1,1292,52736,433,1292-52736-433,4.5320000648498535,4.5261000000000005,0.0001
161047.73+330337.5_612787_0.1,612787,161047.73+330337.5,1419,53144,552,1419-53144-552,0.10260000079870224,0.09740000000000001,0.1
074759.65+431811.4_610404_0.001,610404,074759.65+431811.4,1736,53052,20,1736-53052-20,0.49619999527931213,0.5012000000000001,0.001
143553.39+185403.2_624795_0.3,624795,143553.39+185403.2,2775,54535,432,2775-54535-432,1.1640000343322754,1.1689,0.3
163953.84+385449.1_604302_0.0001,604302,163953.84+385449.1,817,52381,70,817-52381-70,2.385999917984009,2.3854,0.0001
085641.70+314121.1_617512_0.01,617512,085641.70+314121.1,1271,52974,83,1271-52974-83,3.6440000534057617,3.6356000000000006,0.01
154511.29+223856.0_608503_1,608503,154511.29+223856.0,2169,53556,185,2169-53556-185,0.21040000021457672,0.21840000000000004,1.0
152436.36+190252.3_618520_0.001,618520,152436.36+190252.3,2159,54328,89,2159-54328-89,1.1549999713897705,1.1602000000000001,0.001
085706.35+190853.5_630683_0.1,630683,085706.35+190853.5,2281,53711,618,2281-53711-618,0.3255000114440918,0.33060000000000006,0.1
171515.03+562158.5_623125_0.003,623125,171515.03+562158.5,355,51788,128,355-51788-128,0.5333999991416931,0.5407000000000001,0.003
171411.63+575833.9_626958_0.0003,626958,171411.63+575833.9,355,51788,414,355-51788-414,0.09309999644756317,0.09260000000000002,0.0003
162917.15+445650.1_609771_0.3,609771,162917.15+445650.1,626,52057,471,626-52057-471,1.5516999959945679,1.5417,0.3
083643.68+063753.1_601797_0.0001,601797,083643.68+063753.1,1297,52963,77,1297-52963-77,1.8899999856948853,1.8802000000000003,0.0001
090014.34+440418.8_628872_0.1,628872,090014.34+440418.8,897,52605,2,897-52605-2,1.5405999422073364,1.5404000000000002,0.1
094021.45+483842.5_597712_0.001,597712,094021.45+483842.5,834,52316,566,834-52316-566,1.25600004196167,1.2583000000000002,0.001
031318.66+003623.9_602311_0.001,602311,031318.66+003623.9,412,52258,614,412-52258-614,1.2640000581741333,1.2561000000000002,0.001
152600.54+415910.6_594301_0.0001,594301,152600.54+415910.6,1679,53149,322,1679-53149-322,1.920699954032898,1.9190000000000003,0.0001
154130.59+022501.8_602311_0.0001,602311,154130.59+022501.8,594,52045,306,594-52045-306,1.2640000581741333,1.2729000000000001,0.0001
143028.65+143653.8_599272_0.01,599272,143028.65+143653.8,2747,54233,192,2747-54233-192,0.31200000643730164,0.31360000000000005,0.01
085702.91+590851.3_622769_0.01,622769,085702.91+590851.3,1785,54439,156,1785-54439-156,0.18539999425411224,0.17600000000000002,0.01
101023.09+572330.5_601797_1,601797,101023.09+572330.5,558,52317,32,558-52317-32,1.8899999856948853,1.8936000000000002,1.0
163222.87+294301.4_601797_0.001,601797,163222.87+294301.4,1685,53463,209,1685-53463-209,1.8899999856948853,1.8936000000000002,0.001
034528.91-004429.4_622725_1,622725,034528.91-004429.4,1518,52937,12,1518-52937-12,0.7039999961853027,0.7130000000000001,1.0
135921.57+082116.1_610646_0.0003,610646,135921.57+082116.1,1807,54175,137,1807-54175-137,0.6208000183105469,0.6192000000000001,0.0003
154641.59+160930.3_605212_0.3,605212,154641.59+160930.3,2518,54243,432,2518-54243-432,0.511900007724762,0.5138,0.3
082958.13+150157.2_611429_0.003,611429,082958.13+150157.2,2274,53726,1,2274-53726-1,1.2138999700546265,1.2051,0.003
160533.88+253231.2_620057_0.01,620057,160533.88+253231.2,1656,53533,532,1656-53533-532,0.734000027179718,0.7276000000000001,0.01
140656.23+141930.6_609771_1,609771,140656.23+141930.6,1704,53178,523,1704-53178-523,1.5516999959945679,1.5503000000000002,1.0
143357.18+052950.8_609745_0.0003,609745,143357.18+052950.8,1828,53504,260,1828-53504-260,0.9369999766349792,0.9291000000000001,0.0003
081516.01+205223.9_618287_0.03,618287,081516.01+205223.9,1924,53330,39,1924-53330-39,0.8356000185012817,0.8367000000000001,0.03
171312.65+310059.2_610180_0.01,610180,171312.65+310059.2,978,52441,428,978-52441-428,0.275299996137619,0.28330000000000005,0.01
084716.87+334858.8_608503_1,608503,084716.87+334858.8,1210,52701,392,1210-52701-392,0.21040000021457672,0.21620000000000003,1.0
100340.70+675233.0_623550_0.0001,623550,100340.70+675233.0,1879,54478,12,1879-54478-12,0.6647999882698059,0.6548,0.0001
084839.85+545513.6_597712_0.001,597712,084839.85+545513.6,448,51900,288,448-51900-288,1.25600004196167,1.2528000000000001,0.001
154457.42+194940.3_602284_0.001,602284,154457.42+194940.3,2168,53886,222,2168-53886-222,3.3380000591278076,3.3406000000000002,0.001
164526.78+213250.3_606174_0.1,606174,164526.78+213250.3,1569,53168,372,1569-53168-372,1.1401000022888184,1.1371000000000002,0.1
094053.77+681550.3_625461_0.003,625461,094053.77+681550.3,1878,54474,564,1878-54474-564,0.3776000142097473,0.37070000000000003,0.003
151526.41+240709.2_594301_1,594301,151526.41+240709.2,2155,53820,551,2155-53820-551,1.920699954032898,1.9225000000000003,1.0
141409.75+121843.8_601996_0.01,601996,141409.75+121843.8,1706,53442,214,1706-53442-214,0.4627000093460083,0.45570000000000005,0.01
150113.19+232908.2_627857_0.03,627857,150113.19+232908.2,2149,54509,6,2149-54509-6,0.25999999046325684,0.258,0.03
151129.68+200343.4_599918_0.0003,599918,151129.68+200343.4,2156,54525,305,2156-54525-305,2.655900001525879,2.6617,0.0003
092140.89+443043.1_596805_0.3,596805,092140.89+443043.1,832,52312,639,832-52312-639,0.9458000063896179,0.9504000000000001,0.3
090325.62+224147.5_605240_1,605240,090325.62+224147.5,2284,53708,497,2284-53708-497,0.2818000018596649,0.2902,1.0
091302.74+530322.5_610646_0.0001,610646,091302.74+530322.5,553,51999,597,553-51999-597,0.6208000183105469,0.6307,0.0001
075011.24+430418.9_602311_0.0001,602311,075011.24+430418.9,434,51885,497,434-51885-497,1.2640000581741333,1.2651000000000001,0.0001
154848.61+473050.8_610180_0.03,610180,154848.61+473050.8,1168,52731,578,1168-52731-578,0.275299996137619,0.2851,0.03
022414.66+002415.5_594913_0.0001,594913,022414.66+002415.5,704,52205,483,704-52205-483,0.37470000982284546,0.38270000000000004,0.0001
160718.85+241236.6_618595_0.001,618595,160718.85+241236.6,1852,53534,413,1852-53534-413,2.7574000358581543,2.7598000000000003,0.001
144303.36+260329.8_627857_0.001,627857,144303.36+260329.8,2142,54208,292,2142-54208-292,0.25999999046325684,0.25680000000000003,0.001
155227.63+183320.8_620113_0.03,620113,155227.63+183320.8,2170,53875,417,2170-53875-417,0.36239999532699585,0.3577,0.03
160732.85+484620.0_595851_0.3,595851,160732.85+484620.0,622,52054,210,622-52054-210,0.15080000460147858,0.14590000000000003,0.3
165537.40+263821.8_594913_0.0001,594913,165537.40+263821.8,1691,53260,108,1691-53260-108,0.37470000982284546,0.3708,0.0001
141608.43+064431.8_619395_0.3,619395,141608.43+064431.8,1825,53504,580,1825-53504-580,3.1582000255584717,3.1492000000000004,0.3
095553.14+633742.7_620113_0.0001,620113,095553.14+633742.7,487,51943,415,487-51943-415,0.36239999532699585,0.35650000000000004,0.0001
081709.37+282348.3_618287_0.0003,618287,081709.37+282348.3,1206,52670,534,1206-52670-534,0.8356000185012817,0.8422000000000001,0.0003
075217.31+271726.4_613984_0.01,613984,075217.31+271726.4,858,52316,503,858-52316-503,0.6714000105857849,0.6638000000000001,0.01
144433.23+203334.8_617108_0.01,617108,144433.23+203334.8,2789,54555,145,2789-54555-145,1.2436000108718872,1.2401000000000002,0.01
161737.10+143828.8_599917_0.01,599917,161737.10+143828.8,2198,53918,197,2198-53918-197,2.556299924850464,2.5600000000000005,0.01
145729.62+042655.7_610484_0.3,610484,145729.62+042655.7,588,52045,623,588-52045-623,1.417799949645996,1.4200000000000002,0.3
135126.32+021942.2_627736_0.1,627736,135126.32+021942.2,530,52026,157,530-52026-157,0.8889999985694885,0.8936000000000001,0.1
103235.89+612009.4_618208_0.0001,618208,103235.89+612009.4,772,52375,54,772-52375-54,0.3986999988555908,0.40790000000000004,0.0001
145716.95+014215.4_601797_0.0001,601797,145716.95+014215.4,539,52017,304,539-52017-304,1.8899999856948853,1.8800000000000001,0.0001
081058.99+413402.7_610602_0.1,610602,081058.99+413402.7,546,52205,132,546-52205-132,0.5109999775886536,0.5067,0.1
082953.91+371830.4_618208_0.0003,618208,082953.91+371830.4,827,52312,486,827-52312-486,0.3986999988555908,0.38930000000000003,0.0003
163816.30+245515.0_616325_0.003,616325,163816.30+245515.0,1423,53167,294,1423-53167-294,3.228800058364868,3.2353000000000005,0.003
080848.07+220730.0_604148_0.3,604148,080848.07+220730.0,1584,52943,16,1584-52943-16,0.42879998683929443,0.43000000000000005,0.3
153734.84+325200.5_611429_0.01,611429,153734.84+325200.5,1355,52823,29,1355-52823-29,1.2138999700546265,1.2208,0.01
072929.62+310505.9_604302_0.0003,604302,072929.62+310505.9,2695,54409,21,2695-54409-21,2.385999917984009,2.3803,0.0003
154358.42+473533.1_602284_1,602284,154358.42+473533.1,1167,52738,3,1167-52738-3,3.3380000591278076,3.3414000000000006,1.0
032738.36+000936.9_602311_0.003,602311,032738.36+000936.9,712,52199,553,712-52199-553,1.2640000581741333,1.2686000000000002,0.003
090233.33+335800.0_623550_0.0001,623550,090233.33+335800.0,1272,52989,378,1272-52989-378,0.6647999882698059,0.6613000000000001,0.0001
073941.87+390158.8_618621_1,618621,073941.87+390158.8,432,51884,129,432-51884-129,0.38580000400543213,0.38270000000000004,1.0
075101.42+291419.1_619932_0.0001,619932,075101.42+291419.1,1060,52636,293,1060-52636-293,0.12219999730587006,0.12080000000000002,0.0001
143610.09+000013.6_596558_0.01,596558,143610.09+000013.6,307,51663,400,307-51663-400,0.4749999940395355,0.46560000000000007,0.01
154949.46-003655.6_601996_0.003,601996,154949.46-003655.6,342,51691,52,342-51691-52,0.4627000093460083,0.46510000000000007,0.003
162711.89+314359.3_607516_1,607516,162711.89+314359.3,1684,53239,25,1684-53239-25,0.7257999777793884,0.7325,1.0
162248.87+201332.5_602311_0.0003,602311,162248.87+201332.5,1854,53566,273,1854-53566-273,1.2640000581741333,1.2667000000000002,0.0003
094026.36+571658.5_602311_0.001,602311,094026.36+571658.5,452,51911,17,452-51911-17,1.2640000581741333,1.2689000000000001,0.001
101941.31+644116.4_595444_1,595444,101941.31+644116.4,488,51914,547,488-51914-547,0.24500000476837158,0.24070000000000003,1.0
020632.92+233031.8_596558_1,596558,020632.92+233031.8,2066,53349,406,2066-53349-406,0.4749999940395355,0.47070000000000006,1.0
140252.13+045932.6_595444_0.001,595444,140252.13+045932.6,582,52045,384,582-52045-384,0.24500000476837158,0.2534,0.001
145308.00+221707.7_613486_0.3,613486,145308.00+221707.7,2144,53770,21,2144-53770-21,0.776199996471405,0.7846000000000001,0.3
021259.59-003029.4_618208_1,618208,021259.59-003029.4,405,51816,189,405-51816-189,0.3986999988555908,0.39440000000000003,1.0
