id,ID_COSMOS,redshift,chimera_QSO_weight,resample_weight,log_stellar_mass_truth,MASS_MED_GAL,u_sdss,u_sdss_err,r_sdss,r_sdss_err,i_sdss,i_sdss_err,z_sdss,z_sdss_err,J_2mass,J_2mass_err,H_2mass,H_2mass_err,Ks_2mass,Ks_2mass_err,spitzer.irac.I1,spitzer.irac.I1_err,spitzer.irac.I2,spitzer.irac.I2_err,NUMBER,ALPHA_J2000,DELTA_J2000,zcosmos_row,sky_sep_arcsec,zcosmos_file,zcosmos_original_file,zcosmos_object_id,zcosmos_alpha,zcosmos_delta,zcosmos_snr,zcosmos_reference,zcosmos_redshift,delta_redshift_chimera_minus_zcosmos
024703.24-071421.6_761759_0.3,761759,0.3361999988555908,0.3,3.0,8.44933,8.44933,0.011579496785998344,0.0007075263420119882,0.04495147243142128,0.0011483033886179328,0.03264791518449783,0.0011040241224691272,0.09429404139518738,0.003015934955328703,0.07827050238847733,0.011916794814169407,0.12352290749549866,0.018303977325558662,0.16940172016620636,0.025292320176959038,0.21684716641902924,0.006010927259922028,0.2744047939777374,0.008398168720304966,761759,149.48026105511514,2.454617219824196,10496,0.031235758660848063,ADP.2015-10-15T12_54_15.863.fits,zCOSMOS_BRIGHT_DR3_000834906_ZCMRa17_M2_Q3_17_1.fits,834906,149.480255,2.454611,2.729976504088877,2009ApJS..184..218L,,
011847.39+390428.1_288499_1,288499,0.9704999923706055,1.0,22.0,10.2466,10.2466,0.019557567313313484,0.0016237712698057294,0.04876833036541939,0.0011432557366788387,0.04633965715765953,0.0008848261786624789,0.07808077335357666,0.003585080849006772,,,,,0.5046687126159668,0.08934228122234344,0.6637754440307617,0.019121555611491203,1.5397089719772339,0.03972357511520386,288499,150.44501314749266,1.7218031483267404,1481,0.031292982036723066,ADP.2015-10-15T12_46_08.237.fits,zCOSMOS_BRIGHT_DR3_000804163_ZCMRa72_M1_Q1_25_1.fits,804163,150.445007,1.721797,2.751686463922602,2009ApJS..184..218L,,
155403.96+024730.4_605783_0.3,605783,0.18770000338554382,0.3,14.0,9.25216,9.25216,0.00214851344935596,0.00012249745486769825,0.1073414757847786,0.0009050096268765628,0.08534650504589081,0.0008040107204578817,0.11165028810501099,0.0019966079853475094,0.1560385823249817,0.013187800534069538,0.21779485046863556,0.01803205907344818,0.33553552627563477,0.026027914136648178,0.4891708493232727,0.01185560692101717,0.8012689352035522,0.01834738813340664,605783,150.28220476239864,2.218925459299953,7209,0.031581027040180655,ADP.2015-10-15T12_51_32.910.fits,zCOSMOS_BRIGHT_DR3_000824003_ZCMRa66_M1_Q1_19_1.fits,824003,150.282196,2.218926,5.53280421275216,2009ApJS..184..218L,,
110801.02+660937.1_424632_1,424632,0.43320000171661377,1.0,7.0,9.48646,9.48646,0.0383853055536747,0.0014352182624861598,0.08334120362997055,0.0015187306562438607,0.06672709435224533,0.0009901908924803138,0.11410538852214813,0.005640584509819746,,,0.25753602385520935,0.062333546578884125,,,0.17051570117473602,0.007257158402353525,0.2009236216545105,0.012770973145961761,424632,150.38478525244315,1.938476289849886,15798,0.031694109706590264,ADP.2015-10-15T12_58_42.633.fits,zCOSMOS_BRIGHT_DR3_000810793_ZCMRa64_M1_Q1_45_1.fits,810793,150.384781,1.938484,7.03742987698066,2009ApJS..184..218L,,
160533.88+253231.2_620057_0.01,620057,0.734000027179718,0.01,344.0,10.6391,10.6391,0.0011153477244079113,3.72350295947399e-05,0.002852892503142357,5.0768194341799244e-05,0.0058822776190936565,6.717506767017767e-05,0.010016285814344883,8.413501200266182e-05,0.016426891088485718,0.0006196689209900796,0.022217731922864914,0.0009539101156406105,,,0.033752668648958206,0.0003137692983727902,0.02699347212910652,0.0003425761533435434,620057,149.90851218150314,2.2405222040558215,9982,0.0318421964354643,ADP.2015-10-15T12_53_55.917.fits,zCOSMOS_BRIGHT_DR3_000825832_ZCMRa36_M2_Q1_7_1.fits,825832,149.908508,2.24053,1.982989922778129,2009ApJS..184..218L,,
083406.94+350602.9_512533_0.3,512533,0.4794999957084656,0.3,1.0,9.92114,9.92114,0.001278989133425057,0.00032844868837855756,0.02453351393342018,0.00041664799209684134,0.017764398828148842,0.0002929469628725201,0.03935765475034714,0.001044255681335926,0.1278759092092514,0.013496868312358856,0.17660194635391235,0.01858796365559101,0.3024281859397888,0.022731561213731766,0.36101800203323364,0.009239926934242249,0.7097573280334473,0.016083024442195892,512533,150.06876311312263,2.0781087050703837,1396,0.03190954025542536,ADP.2015-10-15T12_46_01.137.fits,zCOSMOS_BRIGHT_DR3_000818753_ZCMRa55_M2_Q4_23_1.fits,818753,150.068756,2.078114,3.859665383435047,2009ApJS..184..218L,,
034430.03-005842.7_634925_0.3,634925,0.28299999237060547,0.3,2.0,10.7857,10.7857,0.019709356129169464,0.0008042046683840454,0.0647437795996666,0.0008256812579929829,0.08056420087814331,0.000626265536993742,0.1285400688648224,0.001881471718661487,0.19903787970542908,0.012232490815222263,,,0.33344507217407227,0.02689315192401409,0.26938194036483765,0.004631116520613432,0.29530635476112366,0.007296356372535229,634925,149.87288780707416,2.2614609340716263,12089,0.031912326887892986,ADP.2015-10-15T12_55_25.893.fits,zCOSMOS_BRIGHT_DR3_000826020_ZCMRa45_M1_Q3_8_5.fits,826020,149.872879,2.261462,11.90910482889648,2009ApJS..184..218L,,
074755.90+481637.2_383717_0.001,383717,0.8848999738693237,0.001,42.0,10.3623,10.3623,0.001094004139304161,3.546874722815119e-05,0.0026055914349853992,6.192577711772174e-05,0.005048100836575031,7.131419260986149e-05,0.008997269906103611,7.507197005907074e-05,0.014519440941512585,0.0001216479140566662,0.01603264920413494,0.0006492307875305414,,,0.030883820727467537,0.0002829252916853875,0.023010700941085815,0.000175529217813164,383717,150.47594479300903,1.8737027283409562,8865,0.03197990370812664,ADP.2015-10-15T12_53_08.060.fits,zCOSMOS_BRIGHT_DR3_000810338_ZCMRa93_M1_Q4_19_1.fits,810338,150.475937,1.873707,2.423451277412465,2009ApJS..184..218L,,
153731.90+052513.9_830078_0.01,830078,0.30630001425743103,0.01,6.0,9.54999,9.54999,0.007354307919740677,9.575495641911402e-05,0.017560770735144615,0.00015653342416044325,0.021644746884703636,0.00021231319988146424,0.033980436623096466,0.00027159368619322777,0.029659543186426163,0.0005109062767587602,0.033928342163562775,0.0010156492935493588,0.041603460907936096,0.0013036291347816586,0.05062193050980568,0.0007096537156030536,0.06783560663461685,0.0009794478537514806,830078,149.61238365321336,2.556494485762244,2521,0.0321021873052632,ADP.2015-10-15T12_47_02.040.fits,zCOSMOS_BRIGHT_DR3_000841473_ZCMRa29_M2_Q4_6_1.fits,841473,149.612381,2.556503,10.50650005536829,2009ApJS..184..218L,,
090951.46+393053.5_460318_0.1,460318,0.5659000277519226,0.1,2.0,10.4007,10.4007,0.008386430330574512,0.00021101201127748936,0.015967288985848427,0.00027352897450327873,0.019012169912457466,0.0005097957910038531,0.026149477809667587,0.0004641840059775859,,,0.06849164515733719,0.006215393543243408,0.08857709169387817,0.008472969755530357,0.24603742361068726,0.005210412200540304,0.4252703785896301,0.008660774677991867,460318,150.72936733934665,1.995217548536535,12578,0.03222914393726962,ADP.2015-10-15T12_55_43.213.fits,zCOSMOS_BRIGHT_DR3_000815445_ZCMRa94_M2_Q1_12_1.fits,815445,150.72937,1.995209,3.873451919255659,2009ApJS..184..218L,,
082038.88+381136.4_556872_0.1,556872,0.39079999923706055,0.1,16.0,9.9041,9.9041,0.00525238923728466,0.00012112893455196172,0.018901800736784935,0.00021373116760514677,0.020088568329811096,0.00015579922182951123,0.035189270973205566,0.0005089472979307175,,,0.09365686774253845,0.008946937508881092,0.1248253807425499,0.008149456232786179,0.23264500498771667,0.0051853107288479805,0.34817928075790405,0.00720756221562624,556872,150.76931397647147,2.1459710316540277,989,0.03233464388342101,ADP.2015-10-15T12_45_37.713.fits,zCOSMOS_BRIGHT_DR3_000821651_ZCMRa95_M2_Q1_4_1.fits,821651,150.769318,2.145963,9.42954068779796,2009ApJS..184..218L,,
160808.47+093715.5_403651_1,403651,0.5586000084877014,1.0,7.0,9.92318,9.92318,0.02058744989335537,0.0014493141788989305,0.06240639090538025,0.0012970613315701485,0.03981413692235947,0.0007919726776890457,0.09895076602697372,0.0043944139033555984,0.2051171511411667,0.05602676421403885,0.22258244454860687,0.062013935297727585,0.38278019428253174,0.09146448224782944,0.4045189619064331,0.013632204383611679,0.43011751770973206,0.01952318288385868,403651,149.9741120707849,1.9050520442094199,16394,0.03234658465148761,ADP.2015-10-15T12_59_15.153.fits,zCOSMOS_BRIGHT_DR3_000812654_ZCMRa53_M1_Q4_11_1.fits,812654,149.974121,1.905051,6.240261892963954,2009ApJS..184..218L,,
161003.36+234113.9_871230_0.001,871230,0.7027000188827515,0.001,7.0,10.15,10.15,0.00022027269005775452,3.4045537177007645e-05,0.00163666729349643,4.8075628001242876e-05,0.004133102484047413,6.365117587847635e-05,0.00706141022965312,6.855558604001999e-05,,,0.01573101244866848,0.0006471133092418313,0.019589897245168686,0.0009679843205958605,0.019018495455384254,0.0001383759081363678,0.012288286350667477,0.0001200193801196292,871230,149.85868006187204,2.622206393338246,967,0.03244003735874485,ADP.2015-10-15T12_45_37.180.fits,zCOSMOS_BRIGHT_DR3_000840360_ZCMRa20_M1_Q1_23_2.fits,840360,149.858673,2.622212,2.849124256964373,2009ApJS..184..218L,,
111516.05+672453.0_353393_0.3,353393,0.5120000243186951,0.3,13.0,9.09993,9.09993,0.015948140993714333,0.00047791824908927083,0.035257816314697266,0.0005112151266075671,0.0289138276129961,0.00046823520096950233,0.037905871868133545,0.0013767351629212499,0.053703565150499344,0.01741967350244522,,,,,0.07385784387588501,0.0027466260362416506,0.07852768152952194,0.0038982306141406298,353393,150.17302662982635,1.8262238047889081,12408,0.03244818920172267,ADP.2015-10-15T12_55_37.990.fits,zCOSMOS_BRIGHT_DR3_000811740_ZCMRa62_M2_Q4_1_1.fits,811740,150.173019,1.826219,1.556637653505846,2009ApJS..184..218L,,
153206.74+485758.4_548386_0.1,548386,0.9230999946594238,0.1,6.0,10.4371,10.4371,0.005144916940480471,0.00015583832282572985,0.015528195537626743,0.00024022282741498202,0.016158316284418106,0.00020447662973310798,0.024725835770368576,0.0006039842846803367,0.02707226574420929,0.005256908480077982,,,0.06346363574266434,0.008432823233306408,0.10095938295125961,0.0018046338809654117,0.16287106275558472,0.003451333614066243,548386,150.38457870934494,2.1342579610293617,10987,0.03255207845046108,ADP.2015-10-15T12_54_29.940.fits,zCOSMOS_BRIGHT_DR3_000823516_ZCMRa65_M1_Q1_7_1.fits,823516,150.384583,2.13425,3.059936316853876,2009ApJS..184..218L,,
164452.01+352054.3_772394_0.01,772394,0.6682999730110168,0.01,1.0,10.2862,10.2862,0.00033841992262750864,4.101509694010019e-05,0.0026189652271568775,5.362110459827818e-05,0.004472853150218725,6.247012788662687e-05,0.0076987287029623985,8.550126221962273e-05,0.013853669166564941,0.0005783034721389413,0.022560693323612213,0.0009382966673001647,,,0.03639726713299751,0.00024263035447802395,0.03144188970327377,0.0002947206376120448,772394,149.907128380645,2.4705018305695727,3942,0.03255887461381578,ADP.2015-10-15T12_48_26.780.fits,zCOSMOS_BRIGHT_DR3_000840113_ZCMRa48_M2_Q4_6_2.fits,840113,149.907135,2.470508,3.406985318586016,2009ApJS..184..218L,,
084349.49+411741.6_810787_0.003,810787,0.9812999963760376,0.003,17.0,10.444,10.444,0.0019577927887439728,6.589492841158062e-05,0.0032790168188512325,6.568584649357945e-05,0.005111200734972954,6.686423148494214e-05,0.00896965991705656,8.238316513597965e-05,0.014412526041269302,0.00018071653903461993,0.015274259261786938,0.0007147518335841596,0.023396175354719162,0.0008642927277833223,0.04000153765082359,0.0001902042276924476,0.03438904881477356,0.0002904023858718574,810787,150.42776148874225,2.5293616524436104,6982,0.032596726161832956,ADP.2015-10-15T12_51_26.567.fits,zCOSMOS_BRIGHT_DR3_000837134_ZCMRa89_M1_Q4_17_1.fits,837134,150.427765,2.52937,2.337615926730677,2009ApJS..184..218L,,
081738.33+242330.0_392928_0.03,392928,0.2754000127315521,0.03,1.0,9.08269,9.08269,0.022416923195123672,0.0002823079121299088,0.024184856563806534,0.0003103245981037617,0.029178407043218613,0.0002731358108576387,0.0412779226899147,0.0006626659887842834,0.02617136389017105,0.0012912688544020057,0.03236207365989685,0.0018050934886559844,0.03919753432273865,0.0020710411481559277,0.04255957528948784,0.0009401235729455948,0.0702405497431755,0.0015328131848946214,392928,149.9834528232175,1.8888156538937892,11578,0.032675924498511616,ADP.2015-10-15T12_55_07.287.fits,zCOSMOS_BRIGHT_DR3_000812615_ZCMRa33_M1_Q1_17_1.fits,812615,149.983459,1.888809,4.098438933793689,2009ApJS..184..218L,,
030000.57+004828.0_654255_0.001,654255,0.9077000021934509,0.001,1.0,10.4727,10.4727,8.615980186732486e-05,1.659320514590945e-05,0.0022884258069097996,5.048370803706348e-05,0.0043873838149011135,6.309673335636035e-05,0.010001244954764843,8.047420851653442e-05,0.01461332943290472,0.0002252098493045196,0.01885542832314968,0.0006234094616957009,0.02717842534184456,0.0008994344971142709,0.031881581991910934,0.00019112123118247837,0.02482297457754612,0.00019192924082744867,654255,149.52229889913596,2.292719263154891,18236,0.03284417813241877,ADP.2015-10-15T13_00_41.213.fits,zCOSMOS_BRIGHT_DR3_000827713_ZCMRa17_M2_Q4_20_1.fits,827713,149.522308,2.29272,2.445744585784023,2009ApJS..184..218L,,
024703.24-071421.6_630683_0.1,630683,0.3255000114440918,0.1,4.0,10.5291,10.5291,0.0037426340859383345,0.00023610025527887046,0.02375912480056286,0.00039940030546858907,0.02817021869122982,0.0003870156651828438,0.06061651557683945,0.0010076046455651522,0.07757523655891418,0.003975251689553261,0.11727020144462585,0.006144362036138773,0.15853577852249146,0.008474599570035934,0.13268952071666718,0.0020322285126894712,0.1467619091272354,0.002814660081639886,630683,149.9128720281459,2.2544188504038023,17951,0.03293870191537076,ADP.2015-10-15T13_00_27.417.fits,zCOSMOS_BRIGHT_DR3_000825808_ZCMRa46_M2_Q4_5_1.fits,825808,149.912872,2.254428,9.802902804915998,2009ApJS..184..218L,,
161450.97+180353.8_601266_1,601266,0.5357000231742859,1.0,61.0,9.9413,9.9413,0.01403113640844822,0.0013308789348229766,0.06666848063468933,0.0013029007241129875,0.04708142578601837,0.0008277847664430737,0.09518968313932419,0.003704311326146126,,,0.26470082998275757,0.06730525940656662,0.31279486417770386,0.0714682936668396,0.350825697183609,0.011871403083205223,0.37638404965400696,0.017463380470871925,601266,149.46541666922244,2.211548034609736,17559,0.03304406998587483,ADP.2015-10-15T13_00_07.920.fits,zCOSMOS_BRIGHT_DR3_000827934_ZCMRa15_M2_Q3_23_1.fits,827934,149.465408,2.211545,1.748284966372843,2009ApJS..184..218L,,
074352.02+271239.5_630175_0.001,630175,0.2506999969482422,0.001,7.0,8.82646,8.82646,0.0032799257896840572,4.4516476918943226e-05,0.00668316800147295,9.503775800112635e-05,0.008034156635403633,8.732207788852975e-05,0.009699281305074692,7.992608152562752e-05,0.011769103817641735,0.0001723918685456738,0.014729127287864685,0.0007615864160470665,0.018853452056646347,0.0009027270134538412,0.01792827993631363,0.00029108751914463937,0.023326829075813293,0.0003544514474924654,630175,149.95920910858607,2.2554896852637394,5391,0.033044487443045216,ADP.2015-10-15T12_50_06.137.fits,zCOSMOS_BRIGHT_DR3_000825591_ZCMRa46_M1_Q4_6_2.fits,825591,149.959213,2.255498,3.455156356286465,2009ApJS..184..218L,,
144542.00+140931.1_551414_0.3,551414,0.671500027179718,0.3,328.0,10.9997,10.9997,0.03378461301326752,0.0006575429579243064,0.037124138325452805,0.0005375472828745842,0.04571673274040222,0.00044344767229631543,0.05265555530786514,0.001270800014026463,0.09979096055030823,0.01787198707461357,0.11407618224620819,0.020698390901088715,,,0.2029019594192505,0.006150960922241211,0.281587153673172,0.010872148908674717,551414,150.3417659398023,2.1374131833625905,1608,0.033060814611561073,ADP.2015-10-15T12_46_18.420.fits,zCOSMOS_BRIGHT_DR3_000823735_ZCMRa75_M1_Q4_8_1.fits,823735,150.341766,2.137404,6.662446748399838,2009ApJS..184..218L,,
034621.27-000141.5_332987_0.1,332987,0.6940000057220459,0.1,11.0,9.37445,9.37445,0.0029972910415381193,0.0003370842896401882,0.006275205872952938,0.0013558302307501435,0.007011501118540764,0.0005373493768274784,0.010048412717878819,0.0022745118476450443,0.04555559903383255,0.004337400663644075,0.04946760833263397,0.006734644062817097,0.05345690995454788,0.008683083578944206,0.05958196893334389,0.0016627099830657244,0.05888132378458977,0.0022579734213650227,332987,149.7499321579488,1.793859749249117,142,0.0331035211795207,ADP.2015-10-15T12_44_49.637.fits,zCOSMOS_BRIGHT_DR3_000813572_ZCMRa12_M1_Q1_7_1.fits,813572,149.749924,1.793864,1.548216661998011,2009ApJS..184..218L,,
153931.18+171336.6_560466_0.03,560466,0.9144999980926514,0.03,202.0,10.0063,10.0063,0.006848919205367565,8.947648166213185e-05,0.009297987446188927,0.00011362313671270385,0.011829516850411892,9.808441973291337e-05,0.015190823003649712,0.000196672830497846,0.01591114141047001,0.0016198046505451202,,,0.024108029901981354,0.002288380404934287,0.034096792340278625,0.0004471273859962821,0.04083721339702606,0.0007591845351271331,560466,150.2174760236753,2.15143965888658,14844,0.03338383451703322,ADP.2015-10-15T12_57_37.580.fits,zCOSMOS_BRIGHT_DR3_000824290_ZCMRa55_M1_Q1_2_1.fits,824290,150.217468,2.151435,2.800400382466061,2009ApJS..184..218L,,
033718.81+003303.7_490950_0.03,490950,0.4424000084400177,0.03,300.0,9.78081,9.78081,0.0011545703746378422,5.277154195937328e-05,0.0061698537319898605,8.514976070728153e-05,0.007129010744392872,7.898356852820143e-05,0.011956254951655865,0.00013517866318579763,,,0.024674508720636368,0.0017523557180538774,0.033445462584495544,0.0021673827432096004,0.024991879239678383,0.000468240468762815,0.026299161836504936,0.0006728266598656774,490950,149.9313883439024,2.0460327319300537,18617,0.033524327821989046,ADP.2015-10-15T13_01_05.563.fits,zCOSMOS_BRIGHT_DR3_000819294_ZCMRa44_M2_Q4_1_1.fits,819294,149.931381,2.046027,4.443376943694823,2009ApJS..184..218L,,
075209.09+414235.5_602077_1,602077,0.26159998774528503,1.0,2.0,10.0018,10.0018,0.16466832160949707,0.0035326508805155754,0.2600036561489105,0.003385003888979554,0.2589745819568634,0.002373359864577651,0.320067435503006,0.005982505157589912,0.3025472164154053,0.06823905557394028,,,,,0.5053051710128784,0.013837183825671673,0.7572311758995056,0.023859800770878792,602077,149.5410960566536,2.210409571033366,12837,0.03367095923418515,ADP.2015-10-15T12_55_55.927.fits,zCOSMOS_BRIGHT_DR3_000827639_ZCMRa16_M2_Q4_10_1.fits,827639,149.541092,2.210418,17.35376321658551,2009ApJS..184..218L,,
023547.23-010933.4_765622_0.1,765622,0.6952999830245972,0.1,3.0,11.35,11.35,0.008055840618908405,0.00022929882106836885,0.015486293472349644,0.0002221332979388535,0.028386373072862625,0.0002389289002167061,0.04596676304936409,0.0004155808128416538,0.07495036721229553,0.005382934585213661,,,,,0.195045605301857,0.0016254853690043092,0.16130879521369934,0.002659374149516225,765622,150.2537449849653,2.459469459675827,6918,0.033689237259744625,ADP.2015-10-15T12_51_24.513.fits,zCOSMOS_BRIGHT_DR3_000830974_ZCMRa57_M2_Q2_22_1.fits,830974,150.253754,2.459472,8.149728464560516,2009ApJS..184..218L,,
084822.24+274554.3_497209_0.003,497209,0.6647999882698059,0.003,9867.0,9.41933,9.41933,0.0017567011527717113,3.6168781662127e-05,0.0028701280243694782,5.540660640690476e-05,0.004241662099957466,6.130800466053188e-05,0.004877226427197456,6.882076559122652e-05,0.00636140163987875,0.00020919092639815062,0.00643196003511548,0.0006751223118044436,0.007545868866145611,0.000885554647538811,0.008370418101549149,9.45304855122231e-05,0.008156487718224525,0.00015163574425969273,497209,149.9566711885472,2.055954831276886,3722,0.03369080300783226,ADP.2015-10-15T12_48_18.173.fits,zCOSMOS_BRIGHT_DR3_000700610_ZCMRa33_M2_Q2_7_1.fits,700610,149.95668,2.055958,1.644874324743868,2009ApJS..184..218L,,
074838.00+285059.4_373164_0.3,373164,0.28299999237060547,0.3,2.0,10.1495,10.1495,0.050685930997133255,0.0040443106554448605,0.10061289370059967,0.0016499945195391774,0.10576452314853668,0.001826933934353292,0.15714678168296814,0.0030085474718362093,0.14677777886390686,0.014438467100262642,0.1941896229982376,0.02108595333993435,0.19174990057945251,0.027439014986157417,0.1788713037967682,0.004406243097037077,0.25508594512939453,0.007608312182128429,373164,149.63284945855244,1.8555561717722904,7559,0.0338273322940281,ADP.2015-10-15T12_51_48.450.fits,zCOSMOS_BRIGHT_DR3_000814109_ZCMRa13_M1_Q1_27_1.fits,814109,149.632843,1.855563,10.07376681235205,2009ApJS..184..218L,,
081032.72+565105.2_788704_0.1,788704,0.2824000120162964,0.1,5.0,9.3971,9.3971,0.007972397841513157,0.00019016387523151934,0.022709190845489502,0.000325610424624756,0.02345399372279644,0.0002497935201972723,0.03748927265405655,0.0005146262119524181,0.03972264379262924,0.005982159171253443,0.05748584866523743,0.006652471609413624,0.05317115783691406,0.0073373219929635525,0.04649628326296806,0.0012376850936561823,0.044763997197151184,0.0017057451186701655,788704,149.9525850130055,2.49415876028229,18767,0.0339049649502833,ADP.2015-10-15T13_01_11.083.fits,zCOSMOS_BRIGHT_DR3_000839763_ZCMRa47_M2_Q3_10_1.fits,839763,149.952576,2.494156,7.368977458545564,2009ApJS..184..218L,,
030643.37-004549.1_385272_0.03,385272,0.5619999766349792,0.03,14.0,10.5665,10.5665,0.0012836672831326723,6.252455932553858e-05,0.009660960175096989,0.00010365086200181395,0.014225436374545097,0.00010693211515899748,0.024412324652075768,0.0001410008262610063,,,,,0.07586505264043808,0.002410415094345808,0.07208362221717834,0.0006037326529622078,0.060956865549087524,0.0009038516436703503,385272,150.02250744557568,1.8756245708667696,16595,0.03398271833233682,ADP.2015-10-15T12_59_23.480.fits,zCOSMOS_BRIGHT_DR3_000812453_ZCMRa43_M1_Q1_16_1.fits,812453,150.022507,1.875634,8.71947741332608,2009ApJS..184..218L,,
083640.18+155229.7_617822_1,617822,0.22120000422000885,1.0,1.0,9.75331,9.75331,0.1548847258090973,0.0031224919948726892,0.25650978088378906,0.0035195874515920877,0.2078881561756134,0.0023998033720999956,0.2735546827316284,0.004507763311266899,0.4615119695663452,0.07884831726551056,0.35903269052505493,0.06088772416114807,0.4176956117153168,0.07553741335868835,1.1267457008361816,0.02666758932173252,1.5576510429382324,0.04468907415866852,617822,150.45743368826035,2.235078456568293,2699,0.03400246305496312,ADP.2015-10-15T12_47_29.100.fits,zCOSMOS_BRIGHT_DR3_000823163_ZCMRa86_M1_Q4_9_2.fits,823163,150.457428,2.235086,9.604564912567037,2009ApJS..184..218L,,
084634.30+313058.2_556304_0.1,556304,0.3840000033378601,0.1,59.0,9.83376,9.83376,0.00959805864840746,0.0002789761056192219,0.016971202567219734,0.00022424427152145654,0.019686037674546242,0.00025655547506175935,0.02616536244750023,0.0004941691877320409,,,,,0.08582261204719543,0.008690550923347473,0.2743603587150574,0.006237069610506296,0.41298142075538635,0.009248312562704086,556304,149.91832055219191,2.145846446325527,11407,0.034064742840311725,ADP.2015-10-15T12_54_52.147.fits,zCOSMOS_BRIGHT_DR3_000825771_ZCMRa34_M1_Q2_11_1.fits,825771,149.91832,2.145837,5.171828092849111,2009ApJS..184..218L,,
154735.22+361325.9_786631_0.1,786631,0.5324000120162964,0.1,2.0,10.0122,10.0122,0.010715072974562645,0.00022158563660923392,0.01681673526763916,0.0015878027770668268,0.02040335163474083,0.001799949211999774,0.025402728468179703,0.0005470820469781756,0.08265093713998795,0.009601568803191185,0.08595156669616699,0.008532377891242504,0.1139264702796936,0.011926302686333656,0.22985218465328217,0.004553544335067272,0.21273595094680786,0.004455236718058586,786631,150.0196679937891,2.492277417017229,13816,0.03409387395238313,ADP.2015-10-15T12_56_47.867.fits,zCOSMOS_BRIGHT_DR3_000839421_ZCMRa47_M2_Q2_6_1.fits,839421,150.019669,2.492268,4.83078566169352,2009ApJS..184..218L,,
031859.68-080223.1_426311_0.1,426311,0.7480000257492065,0.1,1.0,10.2548,10.2548,0.013134880922734737,0.00035152790951542556,0.01681787334382534,0.0003530540852807462,0.02205609530210495,0.00025810374063439667,0.026272205635905266,0.0006413188530132174,0.02929236739873886,0.00539907393977046,0.04075446352362633,0.006557476706802845,,,0.06355646997690201,0.0012247515842318535,0.08197443932294846,0.0022982850205153227,426311,150.66486393721598,1.941396784583724,9591,0.03417681230673918,ADP.2015-10-15T12_53_39.447.fits,zCOSMOS_BRIGHT_DR3_000809443_ZCMRa94_M1_Q1_28_2.fits,809443,150.664856,1.941402,1.888125699852294,2009ApJS..184..218L,,
155609.80+030922.3_796985_0.0003,796985,0.13109999895095825,0.0003,46.0,9.80283,9.80283,0.0035971729084849358,3.243973333155736e-05,0.0440853014588356,0.00025279761757701635,0.06488323956727982,0.00022589342552237213,0.0975576713681221,9.902169404085726e-05,0.13903599977493286,0.00017564887821208686,0.16659146547317505,0.0005842107930220664,0.17024438083171844,0.0007268463377840817,0.09244462102651596,0.0003943475312553346,0.07060748338699341,0.0004913271404802799,796985,150.35122842661718,2.5065355629542174,7746,0.034358634068143525,ADP.2015-10-15T12_51_59.340.fits,zCOSMOS_BRIGHT_DR3_000837572_ZCMRa89_M1_Q4_23_1.fits,837572,150.351227,2.506545,22.04455439083346,2009ApJS..184..218L,,
021946.02-000446.9_871340_0.0001,871340,0.5490999817848206,0.0001,6.0,10.2765,10.2765,5.907924423809163e-05,3.144114089081995e-05,0.0015786036383360624,4.844264913117513e-05,0.003332472639158368,6.176433089422062e-05,0.006064591463655233,7.371009996859357e-05,0.010661059990525246,0.0001082220915122889,,,,,0.019163496792316437,0.00016715899982955307,0.013734102249145508,0.00013822376786265522,871340,149.68092249965204,2.621993441535544,8149,0.03445748550565792,ADP.2015-10-15T12_52_24.097.fits,zCOSMOS_BRIGHT_DR3_000841169_ZCMRa10_M1_Q1_15_1.fits,841169,149.680923,2.622003,2.301026270162994,2009ApJS..184..218L,,
143028.65+143653.8_599272_0.01,599272,0.31200000643730164,0.01,222.0,9.1366,9.1366,0.0028380933217704296,5.786013571196236e-05,0.006252063438296318,8.357616025023162e-05,0.00720185786485672,8.588851051172242e-05,0.009848007932305336,0.0001037291222019121,0.010749091394245625,0.0006174556910991669,,,0.016544193029403687,0.0013482872163876891,0.013928730972111225,0.0002845494309440255,0.0173741914331913,0.0003866621118504554,599272,149.75716483260973,2.2102433898956573,8590,0.034553594681477,ADP.2015-10-15T12_52_56.543.fits,zCOSMOS_BRIGHT_DR3_000826586_ZCMRa26_M1_Q1_15_1.fits,826586,149.757172,2.210237,2.313312698274242,2009ApJS..184..218L,,
172734.55+532909.9_562778_0.003,562778,0.5511999726295471,0.003,295.0,9.25685,9.25685,0.0014566248282790184,3.343244316056371e-05,0.003092654515057802,6.292603211477399e-05,0.004077153746038675,6.250736623769626e-05,0.004808506928384304,6.915521953487769e-05,0.0056601050309836864,0.00024367122387047857,0.0070167649537324905,0.0006426175823435187,0.007773886434733868,0.0007609298336319625,0.007645247969776392,9.632544970372692e-05,0.007035138085484505,0.00011080323019996285,562778,149.89240404218808,2.156409586621443,3120,0.034717533287431046,ADP.2015-10-15T12_47_52.527.fits,zCOSMOS_BRIGHT_DR3_000825919_ZCMRa46_M2_Q4_36_1.fits,825919,149.89241,2.156402,2.255218843958671,2009ApJS..184..218L,,
